1.803000	0.000000	0.000000
1.803081	0.000000	0.000000
1.803163	0.000000	0.000000
1.803244	0.000000	0.000000
1.803325	0.000000	0.000000
1.803406	0.000000	0.000000
1.803488	0.000000	0.000000
1.803569	0.000000	0.000000
1.803650	0.000000	0.000000
1.803732	0.000000	0.000000
1.803813	0.000000	0.000000
1.803894	0.000000	0.000000
1.803975	0.000000	0.000000
1.804057	0.000000	0.000000
1.804138	0.000000	0.000000
1.804219	0.000000	0.000000
1.804301	0.000000	0.000000
1.804382	0.000000	0.000000
1.804463	0.000000	0.000000
1.804545	0.000000	0.000000
1.804626	0.000000	0.000000
1.804707	0.000000	0.000000
1.804788	0.000000	0.000000
1.804870	0.000000	0.000000
1.804951	0.000000	0.000000
1.805032	0.000000	0.000000
1.805114	0.000000	0.000000
1.805195	0.000000	0.000000
1.805276	0.000000	0.000000
1.805357	0.000000	0.000000
1.805439	0.000000	0.000000
1.805520	0.000000	0.000000
1.805601	0.000000	0.000000
1.805683	0.000000	0.000000
1.805764	0.000000	0.000000
1.805845	0.000000	0.000000
1.805926	0.000000	0.000000
1.806008	0.000000	-0.000000
1.806089	0.000000	-0.000000
1.806170	0.000000	-0.000000
1.806252	0.000000	-0.000000
1.806333	0.000000	-0.000000
1.806414	0.000000	-0.000000
1.806495	0.000000	-0.000000
1.806577	0.000000	-0.000000
1.806658	0.000000	-0.000000
1.806739	0.000000	-0.000000
1.806821	0.000000	-0.000000
1.806902	0.000000	-0.000000
1.806983	0.000000	-0.000000
1.807065	0.000000	-0.000000
1.807146	0.000000	-0.000000
1.807227	0.000000	-0.000000
1.807308	0.000000	-0.000000
1.807390	0.000000	-0.000000
1.807471	0.000000	-0.000000
1.807552	0.000000	-0.000000
1.807634	0.000000	-0.000000
1.807715	0.000000	-0.000000
1.807796	0.000000	-0.000000
1.807877	0.000000	-0.000000
1.807959	0.000000	-0.000000
1.808040	0.000000	-0.000000
1.808121	0.000000	-0.000000
1.808203	0.000000	-0.000000
1.808284	0.000000	-0.000000
1.808365	0.000000	-0.000000
1.808446	0.000000	-0.000000
1.808528	0.000000	-0.000000
1.808609	0.000000	-0.000000
1.808690	0.000000	-0.000000
1.808772	0.000000	-0.000000
1.808853	0.000000	-0.000000
1.808934	0.000000	-0.000000
1.809015	0.000000	0.000000
1.809097	0.000000	0.000000
1.809178	0.000000	0.000000
1.809259	0.000000	0.000000
1.809341	0.000000	0.000000
1.809422	0.000000	0.000000
1.809503	0.000000	0.000000
1.809585	0.000000	0.000000
1.809666	0.000000	0.000000
1.809747	0.000000	0.000000
1.809828	0.000000	0.000000
1.809910	0.000000	0.000000
1.809991	0.000000	0.000000
1.810072	0.000000	0.000000
1.810154	0.000000	0.000000
1.810235	0.000000	0.000000
1.810316	0.000000	0.000000
1.810397	0.000000	0.000000
1.810479	0.000000	0.000000
1.810560	0.000000	0.000000
1.810641	0.000000	0.000000
1.810723	0.000000	0.000000
1.810804	0.000000	0.000000
1.810885	0.000000	0.000000
1.810966	0.000000	0.000000
1.811048	0.000000	0.000000
1.811129	0.000000	0.000000
1.811210	0.000000	0.000000
1.811292	0.000000	0.000000
1.811373	0.000000	0.000000
1.811454	0.000000	0.000000
1.811535	0.000000	0.000000
1.811617	0.000000	0.000000
1.811698	0.000000	0.000000
1.811779	0.000000	0.000000
1.811861	0.000000	0.000000
1.811942	0.000000	0.000000
1.812023	0.000000	-0.000000
1.812105	0.000000	-0.000000
1.812186	0.000000	-0.000000
1.812267	0.000000	-0.000000
1.812348	0.000000	-0.000000
1.812430	0.000000	-0.000000
1.812511	0.000000	-0.000000
1.812592	0.000000	-0.000000
1.812674	0.000000	-0.000000
1.812755	0.000000	-0.000000
1.812836	0.000000	-0.000000
1.812917	0.000000	-0.000000
1.812999	0.000000	-0.000000
1.813080	0.000000	-0.000000
1.813161	0.000000	-0.000000
1.813243	0.000000	-0.000000
1.813324	0.000000	-0.000000
1.813405	0.000000	-0.000000
1.813486	0.000000	-0.000000
1.813568	0.000000	-0.000000
1.813649	0.000000	-0.000000
1.813730	0.000000	-0.000000
1.813812	0.000000	-0.000000
1.813893	0.000000	-0.000000
1.813974	0.000000	-0.000000
1.814055	0.000000	-0.000000
1.814137	0.000000	-0.000000
1.814218	0.000000	-0.000000
1.814299	0.000000	-0.000000
1.814381	0.000000	-0.000000
1.814462	0.000000	-0.000000
1.814543	0.000000	-0.000000
1.814625	0.000000	-0.000000
1.814706	0.000000	-0.000000
1.814787	0.000000	-0.000000
1.814868	0.000000	-0.000000
1.814950	0.000000	-0.000000
1.815031	0.000000	0.000000
1.815112	0.000000	0.000000
1.815194	0.000000	0.000000
1.815275	0.000000	0.000000
1.815356	0.000000	0.000000
1.815437	0.000000	0.000000
1.815519	0.000000	0.000000
1.815600	0.000000	0.000000
1.815681	0.000000	0.000000
1.815763	0.000000	0.000000
1.815844	0.000000	0.000000
1.815925	0.000000	0.000000
1.816006	0.000000	0.000000
1.816088	0.000000	0.000000
1.816169	0.000000	0.000000
1.816250	0.000000	0.000000
1.816332	0.000000	0.000000
1.816413	0.000000	0.000000
1.816494	0.000000	0.000000
1.816576	0.000000	0.000000
1.816657	0.000000	0.000000
1.816738	0.000000	0.000000
1.816819	0.000000	0.000000
1.816901	0.000000	0.000000
1.816982	0.000000	0.000000
1.817063	0.000000	0.000000
1.817145	0.000000	0.000000
1.817226	0.000000	0.000000
1.817307	0.000000	0.000000
1.817388	0.000000	0.000000
1.817470	0.000000	0.000000
1.817551	0.000000	0.000000
1.817632	0.000000	0.000000
1.817714	0.000000	0.000000
1.817795	0.000000	0.000000
1.817876	0.000000	0.000000
1.817957	0.000000	0.000000
1.818039	0.000000	-0.000000
1.818120	0.000000	-0.000000
1.818201	0.000000	-0.000000
1.818283	0.000000	-0.000000
1.818364	0.000000	-0.000000
1.818445	0.000000	-0.000000
1.818526	0.000000	-0.000000
1.818608	0.000000	-0.000000
1.818689	0.000000	-0.000000
1.818770	0.000000	-0.000000
